"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Yu H.; Murat B.; Li L.; Xiao T.","Yu, Houqiang (55261022300); Murat, Biegzat (57211423921); Li, Longfei (57222553727); Xiao, Tingting (57193675076)","55261022300; 57211423921; 57222553727; 57193675076","How accurate are Twitter and Facebook altmetrics data? A comparative content analysis","2021","Scientometrics","126","5","","4437","4463","26","17","10.1007/s11192-021-03954-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103178287&doi=10.1007%2fs11192-021-03954-7&partnerID=40&md5=dc6f8fedc313abb282b1b94a97834a63","Article","Final","","Scopus","2-s2.0-85103178287"
"García-Villar C.","García-Villar, Cristina (36674744100)","36674744100","A critical review on altmetrics: can we measure the social impact factor?","2021","Insights into Imaging","12","1","92","","","","49","10.1186/s13244-021-01033-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109136230&doi=10.1186%2fs13244-021-01033-2&partnerID=40&md5=5b5355b99b70c4888b281668c328bcb0","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85109136230"
"Fraser N.; Bräuer P.; Peters I.","Fraser, Nicholas (57215354997); Bräuer, Paula (57202715920); Peters, Isabella (23985912300)","57215354997; 57202715920; 23985912300","Altmetrics for evaluation of medical research in Germany","2021","18th International Conference on Scientometrics and Informetrics, ISSI 2021","","","","1471","1472","1","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112628130&partnerID=40&md5=4c6ffebe67bbd7188a05ffae8eb01406","Conference paper","Final","","Scopus","2-s2.0-85112628130"
"Lemke S.; Brede M.; Rotgeri S.; Peters I.","Lemke, Steffen (57202709687); Brede, Max (57226771272); Rotgeri, Sophie (57375859000); Peters, Isabella (23985912300)","57202709687; 57226771272; 57375859000; 23985912300","Research articles promoted in embargo e-mails receive higher citations and altmetrics","2022","Scientometrics","127","1","","75","97","22","12","10.1007/s11192-021-04217-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121338937&doi=10.1007%2fs11192-021-04217-1&partnerID=40&md5=dd738ae0c93e661b0558062c944bb78e","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85121338937"
"Tunger D.; Meier A.","Tunger, Dirk (12140216500); Meier, Andreas (57204091064)","12140216500; 57204091064","The future has already begun: Origin, classification, and applications of altmetrics in scholarly communication","2020","Handbook Bibliometrics","","","","181","190","9","1","10.1515/9783110646610-019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109737286&doi=10.1515%2f9783110646610-019&partnerID=40&md5=2a2273feff5c71577270fe9e3260931d","Book chapter","Final","","Scopus","2-s2.0-85109737286"
"Laccourreye O.","Laccourreye, O. (56249723200)","56249723200","Altmetrics: What exactly is that?","2021","European Annals of Otorhinolaryngology, Head and Neck Diseases","138","2","","67","","","0","10.1016/j.anorl.2020.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084800661&doi=10.1016%2fj.anorl.2020.05.002&partnerID=40&md5=2ee83e7c05856e42b905af65e39bbe09","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85084800661"
"Richardson M.A.; Bernstein D.N.; Mesfin A.","Richardson, Michelle A. (57220103315); Bernstein, David N. (57191829133); Mesfin, Addisu (14325501600)","57220103315; 57191829133; 14325501600","Manuscript characteristics associated with the altmetrics score and social media presence: an analysis of seven spine journals","2021","Spine Journal","21","4","","548","554","6","18","10.1016/j.spinee.2020.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096926288&doi=10.1016%2fj.spinee.2020.11.001&partnerID=40&md5=6752022dbe8483eb8a2ab31e31cd2b60","Article","Final","","Scopus","2-s2.0-85096926288"
"Biranvand A.; Asnafi A.R.; Biranvand Z.","Biranvand, Ali (37041281000); Asnafi, Amir Reza (53163274900); Biranvand, Zeinab (58045791700)","37041281000; 53163274900; 58045791700","Study on Scientific outputs of Scholars in the Field of Digital Libraries Using Altmetrics Indicators","2022","International Journal of Information Science and Management","20","4","","153","168","15","0","10.22034/ijism.2022.698423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145817518&doi=10.22034%2fijism.2022.698423&partnerID=40&md5=5be115369d8ffc4ecc78aa236534d913","Article","Final","","Scopus","2-s2.0-85145817518"
"Pinheiro H.; Vignola-Gagné E.; Campbell D.","Pinheiro, Henrique (57226765598); Vignola-Gagné, Etienne (14029238500); Campbell, David (36991018600)","57226765598; 14029238500; 36991018600","A large-scale validation of the relationship between cross-disciplinary research and its uptake in policy-related documents, using the novel overton altmetrics database","2021","Quantitative Science Studies","2","2","","616","642","26","26","10.1162/qss_a_00137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112665940&doi=10.1162%2fqss_a_00137&partnerID=40&md5=5c631dedee203f82c5a444515f9db0fb","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85112665940"
"Shobana S.","Shobana, Shekar (57214569086)","57214569086","Letter to the editor kind attention to the altitude of altmetrics","2020","Brazilian Dental Journal","31","5","","457","","","0","10.1590/0103-6440202003777","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094947393&doi=10.1590%2f0103-6440202003777&partnerID=40&md5=faeba3fdb90a3295249361d756b8b101","Letter","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85094947393"
"","","","Analysis on Relationship between Interdisciplinarity and Altmetrics Indicators of Highly Cited Papers; [高被引论文的跨学科性与Altmetrics指标相关性分析]","2021","Information studies: Theory and Application","44","5","","60","65and91","6531","2","10.16353/j.cnki.1000-7490.2021.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141173861&doi=10.16353%2fj.cnki.1000-7490.2021.05.010&partnerID=40&md5=1f3b6560014c7fb163a587e505f94433","Article","Final","","Scopus","2-s2.0-85141173861"
"Fassoulaki A.; Staikou C.; Micha G.","Fassoulaki, Argyro (34770989100); Staikou, Chryssoula (6506654618); Micha, Georgia (35307274100)","34770989100; 6506654618; 35307274100","Impact of Altmetrics in evaluation of scientific journals, research outputs and scientists' careers: Views of editors of high impact anaesthesia, critical care and pain medicine journals","2021","Indian Journal of Anaesthesia","65","12","","868","873","5","5","10.4103/ija.ija_694_21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122239746&doi=10.4103%2fija.ija_694_21&partnerID=40&md5=052b21192ff23322e97ddd6eccadcbb3","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85122239746"
"Shenavar N.; Atapour H.; Shenavar A.","Shenavar, Najibeh (57655688600); Atapour, Hashem (55421093000); Shenavar, Ameneh (57217164036)","57655688600; 55421093000; 57217164036","A Bibliometric and Altmetrics Analysis of Highly Cited Articles in the Field of Infectious Diseases","2022","Journal of Payavard Salamat","15","5","","419","431","12","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129099778&partnerID=40&md5=d1c30045fbb561b0ef03562c3ad2b1df","Article","Final","","Scopus","2-s2.0-85129099778"
"Khan N.; Thelwall M.; Kousha K.","Khan, Nushrat (57200319120); Thelwall, Mike (57527841900); Kousha, Kayvan (55933111000)","57200319120; 57527841900; 55933111000","Measuring the impact of biodiversity datasets: data reuse, citations and altmetrics","2021","Scientometrics","126","4","","3621","3639","18","14","10.1007/s11192-021-03890-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101835499&doi=10.1007%2fs11192-021-03890-6&partnerID=40&md5=8a88758e3744f914fa86319e14c04496","Article","Final","","Scopus","2-s2.0-85101835499"
"Singh Bajwa S.; Mehdiratta L.","Singh Bajwa, Sukhminder (36696041200); Mehdiratta, Lalit (57213813241)","36696041200; 57213813241","From traditional Bibliometrics to Altmetrics: Socialising the research metrics","2021","Indian Journal of Anaesthesia","65","12","","849","852","3","7","10.4103/ija.ija_1058_21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122242595&doi=10.4103%2fija.ija_1058_21&partnerID=40&md5=7284919eca17aa1a2c58890993193a63","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85122242595"
"Blümel C.; Gauch S.","Blümel, Clemens (57191589632); Gauch, Stephan (57225841437)","57191589632; 57225841437","History, development and conceptual predecessors of altmetrics","2020","Handbook Bibliometrics","","","","191","200","9","1","10.1515/9783110646610-020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109783932&doi=10.1515%2f9783110646610-020&partnerID=40&md5=f27af7f536dc9cb8361c0538e3367192","Book chapter","Final","","Scopus","2-s2.0-85109783932"
"Akella A.P.; Alhoori H.; Kondamudi P.R.; Freeman C.; Zhou H.","Akella, Akhil Pandey (57202604855); Alhoori, Hamed (36019848900); Kondamudi, Pavan Ravikanth (57195276252); Freeman, Cole (57209271001); Zhou, Haiming (56386367800)","57202604855; 36019848900; 57195276252; 57209271001; 56386367800","Early indicators of scientific impact: Predicting citations with altmetrics","2021","Journal of Informetrics","15","2","101128","","","","58","10.1016/j.joi.2020.101128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101022547&doi=10.1016%2fj.joi.2020.101128&partnerID=40&md5=7b835004570ba8216f5de2a05e7792c9","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85101022547"
"Arboledas-Lérida L.","Arboledas-Lérida, Luis (57281877800)","57281877800","On the Coercive Nature of Research Impact Metrics: The Case Study of Altmetrics and Science Communication","2021","Social Epistemology","35","5","","461","474","13","4","10.1080/02691728.2021.1919237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106258640&doi=10.1080%2f02691728.2021.1919237&partnerID=40&md5=36982c4ca08afe46a627f789709e6148","Article","Final","","Scopus","2-s2.0-85106258640"
"Zhang Y.; Tan Y.; Li R.; Zhao W.","Zhang, Yan (57429592200); Tan, Ying (57776974200); Li, RuiKe (57219552662); Zhao, Wanxin (57429420500)","57429592200; 57776974200; 57219552662; 57429420500","Analysis on the Evolution Characteristics of Papers in Chinese STM Journals - Based On Altmetrics and Scival Big Data","2021","Proceedings - 2021 2nd International Conference on Computer Science and Management Technology, ICCSMT 2021","","","","535","543","8","0","10.1109/ICCSMT54525.2021.00106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133303208&doi=10.1109%2fICCSMT54525.2021.00106&partnerID=40&md5=f95e85ba927be0f7fb0289a77ed61d46","Conference paper","Final","","Scopus","2-s2.0-85133303208"
"Lan X.; Han Y.","Lan, Xue (57545623700); Han, Yi (35774298300)","57545623700; 35774298300","Data Usability of Book Rating Scores on Social Reading Platform from the Perspective of Altmetrics Evaluation: A Case Study of Douban Reading; [Altmetrics 评价视域下社会化阅读平台图书评分数据可用性研究要要 要 以豆瓣读书为例]","2021","Journal of Library and Information Science in Agriculture","33","11","","74","82","8","0","10.13998/j.cnki.issn1002-1248.21-0344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126934195&doi=10.13998%2fj.cnki.issn1002-1248.21-0344&partnerID=40&md5=9304e98c69a44ac29acef392a296ebf3","Article","Final","","Scopus","2-s2.0-85126934195"
"Klompstra L.; Jaarsma T.","Klompstra, Leonie (55274095100); Jaarsma, Tiny (56962769200)","55274095100; 56962769200","HeartBeat: Celebrating our top reviewers and the papers with the best altmetrics scores and most downloads","2021","European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology","20","7","","726","727","1","0","10.1093/eurjcn/zvab092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121404877&doi=10.1093%2feurjcn%2fzvab092&partnerID=40&md5=7b482ea992ad94416eb98395d5991cbc","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85121404877"
"Biranvand A.; Cheraghi Z.","Biranvand, Ali (37041281000); Cheraghi, Zohreh (57901917700)","37041281000; 57901917700","Investigating the Relationship between Altmetrics indicators and Scientometric indicators of Iranian researchers in the field of nursing in the period 2000-2019","2022","International Journal of Information Science and Management","20","3","","215","225","10","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138595391&partnerID=40&md5=964a513301418d785a9e99010b390599","Article","Final","","Scopus","2-s2.0-85138595391"
"","","","Research on Influencing Factors of Policy Documents Altmetrics Indicators; [政策文件替代计量指标影响因素研究]","2021","Information studies: Theory and Application","44","7","","28","36","8","2","10.16353/j.cnki.1000-7490.2021.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154004966&doi=10.16353%2fj.cnki.1000-7490.2021.07.005&partnerID=40&md5=2e5685d5c526a750eb05421bccca30b5","Article","Final","","Scopus","2-s2.0-85154004966"
"Kavic M.S.; Satava R.M.","Kavic, Michael S. (7003714107); Satava, Richard M. (57026416400)","7003714107; 57026416400","Scientific literature and evaluation metrics: Impact factor, usage metrics, and altmetrics","2021","Journal of the Society of Laparoendoscopic Surgeons","25","3","e2021.00010","","","","13","10.4293/JSLS.2021.00010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114883746&doi=10.4293%2fJSLS.2021.00010&partnerID=40&md5=1121a154d604b28d8d19f4a63386c259","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85114883746"
"Farrokhzadeh F.; Shekofteh M.; Kazerani M.; Bakhshandeh H.; Ghadrdoost B.","Farrokhzadeh, Fahimeh (57312079500); Shekofteh, Maryam (26422608300); Kazerani, Maryam (55674131900); Bakhshandeh, Hooman (25629363400); Ghadrdoost, Behshid (39862815800)","57312079500; 26422608300; 55674131900; 25629363400; 39862815800","CONSORT Abstract item reporting quality and altmetrics in the cardiovascular core clinical journals","2021","Journal of Scientometric Research","10","2","","160","165","5","2","10.5530/JSCIRES.10.2.30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117964466&doi=10.5530%2fJSCIRES.10.2.30&partnerID=40&md5=a8509ec692e2bd598d8394eafc4ec039","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85117964466"
"Yu H.; Cao X.; Xiao T.; Yang Z.","Yu, Houqiang (55261022300); Cao, Xueting (57217236895); Xiao, Tingting (57193675076); Yang, Zhenyi (57212505091)","55261022300; 57217236895; 57193675076; 57212505091","How accurate are policy document mentions? A first look at the role of altmetrics database","2020","Scientometrics","125","2","","1517","1540","23","14","10.1007/s11192-020-03558-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086880297&doi=10.1007%2fs11192-020-03558-7&partnerID=40&md5=712b155db78e0c317d738e93ea6f6107","Article","Final","","Scopus","2-s2.0-85086880297"
"Liu X.; Wei Y.; Zhao Z.","Liu, Xiaojuan (57198500016); Wei, Yu (57217431944); Zhao, Zhuojing (57198491077)","57198500016; 57217431944; 57198491077","How researchers view altmetrics: an investigation of ISSI participants","2020","Aslib Journal of Information Management","72","3","","361","378","17","3","10.1108/AJIM-07-2019-0165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084207983&doi=10.1108%2fAJIM-07-2019-0165&partnerID=40&md5=3b7020220b80d7c0d339d308a5916158","Article","Final","","Scopus","2-s2.0-85084207983"
"Lemke S.; Mazarakis A.; Peters I.","Lemke, Steffen (57202709687); Mazarakis, Athanasios (35180167100); Peters, Isabella (23985912300)","57202709687; 35180167100; 23985912300","Conjoint analysis of researchers' hidden preferences for bibliometrics, altmetrics, and usage metrics","2021","Journal of the Association for Information Science and Technology","72","6","","777","792","15","14","10.1002/asi.24445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099821314&doi=10.1002%2fasi.24445&partnerID=40&md5=5dd737a899efc31319ac4f01aae451b9","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85099821314"
"Nath A.; Jana S.","Nath, Amit (57221590832); Jana, Sibsankar (57203876399)","57221590832; 57203876399","A Scientometric Review of Global Altmetrics Research","2021","Science and Technology Libraries","40","3","","325","340","15","7","10.1080/0194262X.2021.1918607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105178808&doi=10.1080%2f0194262X.2021.1918607&partnerID=40&md5=1f7e9dce4395fd73c5b9ab5dd84f4c18","Article","Final","","Scopus","2-s2.0-85105178808"
"","","","Quantitative Measure of the Value of Scientific Datasets from Perspective of Altmetrics; [替代计量学视角下科学数据集价值的定量测度研究]","2020","Information studies: Theory and Application","43","9","","47","52and71","5224","1","10.16353/j.cnki.1000-7490.2020.09.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175799035&doi=10.16353%2fj.cnki.1000-7490.2020.09.008&partnerID=40&md5=1f8c53b77fc2e54849c763655e947497","Article","Final","","Scopus","2-s2.0-85175799035"
